Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person,Product ID,Category,Age of Customer,Purchase Frequency (Monthly),Preferred Payment Method,Return History,Customer Loyalty Score,Active Promotional Campaign,Nombre del producto
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00187,Clothing,,,,,,,Ultra Patanjali Ayurved (Health Care) Cap
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00188,Clothing,,,,,,,Ultra Pepe Jeans London Cap
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00189,Food,,,,,,,Mega Manyavar Mohey Meal
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00190,Clothing,,,,,,,Super Wildcraft Sneakers
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00191,Clothing,,,,,,,Ultra Flying Machine Jacket
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00192,Clothing,,,,,,,Pro Sugar Cosmetics Sneakers
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00193,Beauty,,,,,,,Luxury Wildcraft Shampoo
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00194,Sports,,,,,,,Mega Urban Ladder Ball
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00195,Furniture,,,,,,,Ultra Lakme Ayurveda Table
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00196,Furniture,,,,,,,Eco Head Hunters Shelf
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00197,Health,,,,,,,Eco Manyavar Mohey Supplements
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00198,Food,,,,,,,Super Pepe Jeans London Juice
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00199,Food,,,,,,,Super Wakefit Snack
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00200,Electronics,,,,,,,Mega Wildcraft Phone
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00201,Electronics,,,,,,,Pro Johnson & Johnson Phone
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00202,Health,,,,,,,Smart Lakme Ayurveda Medicine
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00203,Food,,,,,,,Mega Pepperfry Juice
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00204,Food,,,,,,,Mega Forest Essentials Snack
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00205,Food,,,,,,,Super Manyavar Mohey Meal
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00206,Food,,,,,,,Pro Wildcraft Candy
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00207,Food,,,,,,,Super Pepe Jeans London Cereal
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00208,Sports,,,,,,,Ultra Johnson & Johnson Ball
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00209,Clothing,,,,,,,Smart Fastrack Sneakers
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00210,Health,,,,,,,Mega Wildcraft Medicine
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00211,Food,,,,,,,Eco Lee Cereal
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00212,Food,,,,,,,Mega Patanjali Ayurved (Health Care) Meal
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00213,Electronics,,,,,,,Super Pepe Jeans London Smartwatch
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00214,Beauty,,,,,,,Eco Manyavar Mohey Cream
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00215,Clothing,,,,,,,Ultra Wildcraft Jeans
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00216,Beauty,,,,,,,Super Flying Machine Lipstick
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00217,Beauty,,,,,,,Pro Sugar Cosmetics Perfume
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00218,Food,,,,,,,Ultra Wildcraft Snack
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00219,Food,,,,,,,Eco Urban Ladder Candy
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00220,Electronics,,,,,,,Pro Lakme Ayurveda Tablet
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00221,Clothing,,,,,,,Luxury Head Hunters Cap
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00222,Beauty,,,,,,,Smart Manyavar Mohey Cream
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00223,Clothing,,,,,,,Smart Pepe Jeans London Cap
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00224,Food,,,,,,,Luxury Wakefit Juice
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00225,Clothing,,,,,,,Eco Wildcraft Jeans
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00226,Health,,,,,,,Super Johnson & Johnson Bandage
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00227,Clothing,,,,,,,Mega Lakme Ayurveda Jeans
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00228,Clothing,,,,,,,Eco Pepperfry Cap
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00229,Food,,,,,,,Pro Forest Essentials Meal
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00230,Sports,,,,,,,Mega Manyavar Mohey Gloves
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00231,Health,,,,,,,Mega Wildcraft Bandage
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00232,Sports,,,,,,,Luxury Pepe Jeans London Bicycle
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00233,Electronics,,,,,,,Luxury Johnson & Johnson Laptop
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00234,Health,,,,,,,Mega Fastrack Vitamin
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00235,Beauty,,,,,,,Super Wildcraft Shampoo
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00236,Sports,,,,,,,Super Lee Shoes
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00237,Clothing,,,,,,,Pro Patanjali Ayurved (Health Care) Sneakers
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00238,Sports,,,,,,,Luxury Pepe Jeans London Gloves
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00239,Electronics,,,,,,,Luxury Manyavar Mohey Tablet
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00240,Electronics,,,,,,,Pro Wildcraft Laptop
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00241,Furniture,,,,,,,Super Flying Machine Chair
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00242,Furniture,,,,,,,Mega Sugar Cosmetics Bed
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00243,Electronics,,,,,,,Luxury Wildcraft Tablet
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00244,Sports,,,,,,,Super Urban Ladder Gloves
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00245,Food,,,,,,,Luxury Lakme Ayurveda Juice
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00246,Food,,,,,,,Super Head Hunters Snack
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00247,Electronics,,,,,,,Smart Manyavar Mohey Tablet
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00248,Sports,,,,,,,Luxury Pepe Jeans London Ball
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00249,Furniture,,,,,,,Smart Wakefit Shelf
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00250,Health,,,,,,,Ultra Wildcraft Supplements
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00251,Food,,,,,,,Mega Johnson & Johnson Candy
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00252,Beauty,,,,,,,Smart Lakme Ayurveda Lipstick
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00253,Electronics,,,,,,,Pro Pepperfry Tablet
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00254,Electronics,,,,,,,Ultra Forest Essentials Headphones
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00255,Sports,,,,,,,Luxury Manyavar Mohey Shoes
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00256,Beauty,,,,,,,Super Wildcraft Lipstick
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00257,Electronics,,,,,,,Smart Pepe Jeans London Phone
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00258,Furniture,,,,,,,Super Johnson & Johnson Bed
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00259,Beauty,,,,,,,Mega Fastrack Lipstick
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00260,Sports,,,,,,,Eco Wildcraft Racket
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00261,Beauty,,,,,,,Pro Lee Lotion
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00262,Electronics,,,,,,,Super Patanjali Ayurved (Health Care) Headphones
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00263,Beauty,,,,,,,Ultra Pepe Jeans London Perfume
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00264,Beauty,,,,,,,Ultra Manyavar Mohey Perfume
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00265,Furniture,,,,,,,Pro Wildcraft Table
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00266,Sports,,,,,,,Luxury Flying Machine Bicycle
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00267,Food,,,,,,,Eco Sugar Cosmetics Snack
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00268,Furniture,,,,,,,Luxury Wildcraft Sofa
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00269,Health,,,,,,,Ultra Urban Ladder Supplements
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00270,Health,,,,,,,Luxury Lakme Ayurveda Mask
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00271,Beauty,,,,,,,Ultra Head Hunters Perfume
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00272,Beauty,,,,,,,Mega Manyavar Mohey Shampoo
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00273,Sports,,,,,,,Smart Pepe Jeans London Ball
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00274,Health,,,,,,,Ultra Wakefit Vitamin
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00275,Furniture,,,,,,,Mega Wildcraft Bed
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00276,Health,,,,,,,Eco Johnson & Johnson Bandage
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00277,Health,,,,,,,Eco Lakme Ayurveda Supplements
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00278,Beauty,,,,,,,Pro Pepperfry Lipstick
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00279,Furniture,,,,,,,Luxury Forest Essentials Bed
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00280,Furniture,,,,,,,Super Manyavar Mohey Table
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00281,Health,,,,,,,Mega Wildcraft Medicine
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00282,Beauty,,,,,,,Luxury Pepe Jeans London Cream
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00283,Food,,,,,,,Pro Johnson & Johnson Meal
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00284,Furniture,,,,,,,Luxury Fastrack Chair
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00285,Beauty,,,,,,,Ultra Wildcraft Cream
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00286,Clothing,,,,,,,Mega Lee Jacket
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00287,Electronics,,,,,,,Smart Patanjali Ayurved (Health Care) Tablet
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00288,Furniture,,,,,,,Luxury Pepe Jeans London Chair
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00289,Electronics,,,,,,,Ultra Manyavar Mohey Laptop
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00290,Clothing,,,,,,,Pro Wildcraft Sneakers
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00291,Clothing,,,,,,,Ultra Flying Machine Jacket
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00292,Furniture,,,,,,,Smart Sugar Cosmetics Sofa
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00293,Food,,,,,,,Ultra Wildcraft Cereal
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00294,Health,,,,,,,Mega Urban Ladder Supplements
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00295,Sports,,,,,,,Ultra Lakme Ayurveda Gloves
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00296,Sports,,,,,,,Pro Head Hunters Shoes
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00297,Beauty,,,,,,,Super Manyavar Mohey Shampoo
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00298,Health,,,,,,,Luxury Pepe Jeans London Medicine
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00299,Beauty,,,,,,,Pro Wakefit Lipstick
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00300,Furniture,,,,,,,Ultra Wildcraft Bed
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00301,Electronics,,,,,,,Pro Johnson & Johnson Tablet
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00302,Food,,,,,,,Super Lakme Ayurveda Snack
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00303,Sports,,,,,,,Eco Pepperfry Gloves
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00304,Sports,,,,,,,Pro Forest Essentials Shoes
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00305,Electronics,,,,,,,Super Manyavar Mohey Tablet
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00306,Food,,,,,,,Smart Wildcraft Meal
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00307,Beauty,,,,,,,Mega Pepe Jeans London Lipstick
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00308,Beauty,,,,,,,Luxury Johnson & Johnson Lotion
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00309,Clothing,,,,,,,Luxury Fastrack Sneakers
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00310,Beauty,,,,,,,Luxury Wildcraft Perfume
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00311,Sports,,,,,,,Pro Lee Racket
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00312,Electronics,,,,,,,Smart Patanjali Ayurved (Health Care) Phone
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00313,Beauty,,,,,,,Super Pepe Jeans London Perfume
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00314,Health,,,,,,,Smart Manyavar Mohey Bandage
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00315,Sports,,,,,,,Ultra Wildcraft Bicycle
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00316,Beauty,,,,,,,Smart Flying Machine Shampoo
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00317,Health,,,,,,,Pro Sugar Cosmetics Medicine
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00318,Sports,,,,,,,Pro Wildcraft Bicycle
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00319,Health,,,,,,,Pro Urban Ladder Supplements
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00320,Electronics,,,,,,,Smart Lakme Ayurveda Phone
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00321,Furniture,,,,,,,Pro Head Hunters Chair
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00322,Food,,,,,,,Luxury Manyavar Mohey Cereal
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00323,Sports,,,,,,,Super Pepe Jeans London Ball
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00324,Food,,,,,,,Smart Wakefit Candy
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00325,Sports,,,,,,,Smart Wildcraft Racket
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00326,Health,,,,,,,Luxury Johnson & Johnson Mask
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00327,Furniture,,,,,,,Pro Lakme Ayurveda Bed
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00328,Electronics,,,,,,,Mega Pepperfry Tablet
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00329,Health,,,,,,,Luxury Forest Essentials Vitamin
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00330,Furniture,,,,,,,Mega Manyavar Mohey Bed
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00331,Health,,,,,,,Mega Wildcraft Mask
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00332,Health,,,,,,,Ultra Pepe Jeans London Mask
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00333,Beauty,,,,,,,Pro Johnson & Johnson Lotion
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00334,Electronics,,,,,,,Pro Fastrack Smartwatch
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00335,Electronics,,,,,,,Ultra Wildcraft Headphones
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00336,Health,,,,,,,Luxury Lee Supplements
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00337,Electronics,,,,,,,Pro Patanjali Ayurved (Health Care) Laptop
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00338,Furniture,,,,,,,Ultra Pepe Jeans London Shelf
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00339,Electronics,,,,,,,Super Manyavar Mohey Smartwatch
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00340,Health,,,,,,,Pro Wildcraft Medicine
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00341,Health,,,,,,,Smart Flying Machine Vitamin
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00342,Health,,,,,,,Eco Sugar Cosmetics Mask
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00343,Clothing,,,,,,,Super Wildcraft Jacket
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00344,Food,,,,,,,Mega Urban Ladder Juice
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00345,Beauty,,,,,,,Luxury Lakme Ayurveda Perfume
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00346,Health,,,,,,,Eco Head Hunters Mask
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00347,Food,,,,,,,Ultra Manyavar Mohey Snack
19,9,4.2,male,200,4.3,Pepe Jeans London,0.8,300,No,summer,plains,0.9,P00348,Beauty,,,,,,,Mega Pepe Jeans London Lipstick
34,17,4.9,female,7000,5.0,Wakefit,0.9,900,Yes,winter,mountains,1.0,P00349,Clothing,,,,,,,Super Wakefit Jacket
22,11,4.5,male,1000,4.7,Wildcraft,0.8,400,No,winter,plains,0.9,P00350,Health,,,,,,,Mega Wildcraft Bandage
16,8,3.8,female,400,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00351,Sports,,,,,,,Pro Johnson & Johnson Racket
10,5,3.1,male,5000,3.2,Lakme Ayurveda,0.0,600,Yes,summer,coastal,0.1,P00352,Food,,,,,,,Smart Lakme Ayurveda Snack
27,13,4.6,male,1000,4.8,Pepperfry,0.9,800,No,summer,plains,1.0,P00353,Furniture,,,,,,,Super Pepperfry Table
7,3,2.9,female,4000,3.1,Forest Essentials,0.0,500,Yes,winter,plains,0.1,P00354,Beauty,,,,,,,Super Forest Essentials Perfume
23,11,4.4,male,800,4.6,Manyavar Mohey,0.7,400,No,summer,plains,0.8,P00355,Health,,,,,,,Super Manyavar Mohey Bandage
12,6,3.3,female,2000,3.5,Wildcraft,0.5,500,Yes,winter,mountains,0.6,P00356,Furniture,,,,,,,Eco Wildcraft Shelf
28,14,4.7,male,100,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00357,Health,,,,,,,Mega Pepe Jeans London Mask
16,8,3.8,female,900,4.0,Johnson & Johnson,0.7,200,No,summer,plains,0.8,P00358,Sports,,,,,,,Super Johnson & Johnson Shoes
8,4,3.2,male,3000,3.4,Fastrack,0.2,400,No,winter,plains,0.3,P00359,Health,,,,,,,Pro Fastrack Vitamin
31,15,4.7,female,600,4.8,Wildcraft,0.9,700,No,winter,plains,1.0,P00360,Food,,,,,,,Smart Wildcraft Candy
20,10,4.3,male,1000,4.4,Lee,0.8,300,No,summer,plains,0.9,P00361,Food,,,,,,,Super Lee Cereal
11,5,3.2,female,4000,3.4,Patanjali Ayurved (Health Care),0.1,500,Yes,winter,plains,0.2,P00362,Health,,,,,,,Smart Patanjali Ayurved (Health Care) Vitamin
28,14,4.7,male,200,4.8,Pepe Jeans London,0.9,800,No,winter,mountains,1.0,P00363,Electronics,,,,,,,Pro Pepe Jeans London Laptop
15,8,3.9,female,500,4.1,Manyavar Mohey,0.7,200,No,summer,plains,0.8,P00364,Health,,,,,,,Pro Manyavar Mohey Supplements
9,4,2.9,male,3000,3.1,Wildcraft,0.0,600,Yes,winter,plains,0.1,P00365,Furniture,,,,,,,Smart Wildcraft Sofa
24,12,4.5,female,900,4.6,Flying Machine,0.8,300,No,winter,plains,0.9,P00366,Sports,,,,,,,Mega Flying Machine Racket
13,7,3.7,male,100,3.8,Sugar Cosmetics,0.6,200,No,summer,coastal,0.7,P00367,Beauty,,,,,,,Super Sugar Cosmetics Shampoo
6,3,2.9,female,6000,3.1,Wildcraft,0.0,500,Yes,winter,plains,0.1,P00368,Beauty,,,,,,,Pro Wildcraft Perfume
21,11,4.4,male,500,4.6,Urban Ladder,0.7,400,No,summer,plains,0.8,P00369,Health,,,,,,,Pro Urban Ladder Mask
32,16,4.8,female,2000,4.9,Lakme Ayurveda,0.9,700,No,winter,plains,1.0,P00370,Sports,,,,,,,Mega Lakme Ayurveda Bicycle
17,9,4.1,male,400,4.2,Head Hunters,0.8,200,No,summer,coastal,0.9,P00371,Electronics,,,,,,,Eco Head Hunters Laptop
25,13,4.6,female,300,4.7,Manyavar Mohey,0.9,800,No,winter,plains,1.0,P00372,Health,,,,,,,Eco Manyavar Mohey Mask
